"Product","Package ID","Status","Category","Tags","Strain","Vendor","Room","Available","Current price","Unit price (Inventory)","External package ID","Expiration date","Image URL","THC","THCA","CBD","CBN","Retail ID"
Incredibles Strahhhberry (14:1:1 THC:CBD:CBG) AIO Vape - 1g,1A4110300001CE9000253712,,Vapes,Vape 1g,[GTI] Strahhhberry,GTI,Vault,18,50,50,1A4110300001CE9000253712,11/9/2026,https://leaflogixmedia.blob.core.windows.net/product-image/3a38fe92-6721-42a5-b149-49e47468a861.jpg,,,,,
Incredibles Snoozze Berry (14:1:1 THC:CBG:CBN) AIO Vape - 1g,1A4110300001CE9000253711,,Vapes,Vape 1g,No Strain,GTI,Vault,17,50,50,1A4110300001CE9000253711,9/25/2026,https://leaflogixmedia.blob.core.windows.net/product-image/6fa3dc2a-fd43-422b-a9a3-814f3cbe29c2.jpg,,,,,
Dr. Solomons Restore Tincture  1:1 THC:CBD - 200mg,1A4110300001CE9000253714,,Topical,,No Strain,GTI,Vault,8,45,45,1A4110300001CE9000253714,11/29/2026,https://leaflogixmedia.blob.core.windows.net/product-image/cf5844fa-0ad5-40e1-903f-cab45061c7ba.jpg,,,,,
Good Green Couch Crasher- 28g Mixed Buds,1A4110300001CE9000253737,,Flower,"Hybrid, Mixed Buds",[GTI] Couch Crasher,GTI,Vault,3,200,200,1A4110300001CE9000253737,12/27/2026,https://leaflogixmedia.blob.core.windows.net/product-image/b00fa25f-c557-4c79-b1aa-926c5d12d43a.jpg,,,,,
Panda Farms Blue Dream Preroll - 1g,1A41103000089E5000003958,,Pre-Rolls,,[PF] Blue Dream,GSCC Management,Quarantine Room,1,17,17,1A41103000089E5000003958,5/8/2027,https://leaflogixmedia.blob.core.windows.net/product-image/cb7484e6-0d3f-450f-87e9-50849f5ef46a.jpg,,,,,
Panda Farms Cap Junky - 3.5g,1A41103000089E5000004058,,Flower,Hybrid,[PF] Cap Junky,GSCC Management,Vault,3,59,59,1A41103000089E5000004058,4/3/2027,https://leaflogixmedia.blob.core.windows.net/product-image/49e5ad52-5181-47f7-baa7-6f296dccd604.jpg,31.20 %,35.21 %,0.00 %,0.00 %,
Panda Farms Cap Junky - 3.5g,1A41103000089E5000004059,,Flower,Hybrid,[PF] Cap Junky,GSCC Management,Receiving Room,16,59,59,1A41103000089E5000004059,4/3/2027,https://leaflogixmedia.blob.core.windows.net/product-image/49e5ad52-5181-47f7-baa7-6f296dccd604.jpg,31.20 %,35.21 %,0.00 %,0.00 %,
Shnick Shnacks Cherry Cartel - 14g,1A4110300008D6A000003517,,Flower,"Indica, Mixed Buds",[SHSN] Cherry Cartel,Shnick Shnacks MIPS,Vault,47,120,120,1A4110300008D6A000003517,9/30/2026,https://leaflogixmedia.blob.core.windows.net/product-image/8feb5779-6e9e-4830-b38d-36a3a62de4a7.jpg,12.43 %,13.80 %,0.00 %,0.00 %,
Shnicks Shnacks Wedding Cake CDT AIO - 2g,1A4110300008D6A000003516,,Vapes,"Hybrid, Cannabis Derived Terps, AIO, 2g AIO",[SHSN] Wedding Cake,Shnick Shnacks MIPS,Vault,10,80,80,1A4110300008D6A000003516,12/9/2026,https://leaflogixmedia.blob.core.windows.net/product-image/7d4ceedf-be6d-4f56-b03e-5b881ef5a108.jpg,91.04 %,0.00 %,0.25 %,0.83 %,
Shnicks Shnacks Sour Diesel CDT AIO - 2g,1A4110300008D6A000003515,,Vapes,"Sativa, Cannabis Derived Terps, AIO, 2g AIO",[SHSN] Sour Diesel,Shnick Shnacks MIPS,Vault,14,80,80,1A4110300008D6A000003515,12/4/2026,https://leaflogixmedia.blob.core.windows.net/product-image/6adbcf4d-413d-471c-8d92-ad0cb2734f8a.jpg,90.81 %,0.00 %,0.27 %,0.76 %,
Shnicks Shnacks Northern Lights CDT AIO - 2g,1A4110300008D6A000003514,,Vapes,"Indica, Cannabis Derived Terps, AIO, 2g AIO",[SHSN] Northern Lights,Shnick Shnacks MIPS,Vault,8,80,80,1A4110300008D6A000003514,10/7/2026,https://leaflogixmedia.blob.core.windows.net/product-image/d8fb661b-618c-40fe-95f1-385fdc377616.jpg,92.05 %,0.00 %,0.29 %,0.31 %,
Shnicks Shnacks Blue Dream CDT AIO - 2g,1A4110300008D6A000003513,,Vapes,"Sativa, Cannabis Derived Terps, AIO, 2g AIO",[SHSN] Blue Dream,Shnick Shnacks MIPS,Vault,2,80,80,1A4110300008D6A000003513,12/1/2026,https://leaflogixmedia.blob.core.windows.net/product-image/ab958bfc-4ba6-4134-8bbf-7b2e413c18ca.jpg,91.61 %,0.00 %,0.24 %,0.75 %,
Shnicks Shnacks Lemon Haze CDT AIO - 2g,1A4110300008D6A000003512,,Vapes,"Sativa, Cannabis Derived Terps, AIO, 2g AIO",[SHSN] Lemon Haze,Shnick Shnacks MIPS,Vault,19,80,80,1A4110300008D6A000003512,12/2/2026,https://leaflogixmedia.blob.core.windows.net/product-image/9fa44f22-e906-4794-acea-421d3d6eaeab.jpg,91.11 %,0.00 %,0.26 %,0.81 %,
Shnicks Shnacks Wedding Cake CDT AIO - 1g,1A4110300008D6A000003511,,Vapes,"Hybrid, Cannabis Derived Terps, AIO, 2g AIO",[SHSN] Wedding Cake,Shnick Shnacks MIPS,Vault,4,50,50,1A4110300008D6A000003511,12/9/2026,https://leaflogixmedia.blob.core.windows.net/product-image/19fff46b-9d83-47b6-9ff4-f8a4f9f76faa.jpg,91.25 %,0.00 %,0.25 %,0.70 %,
Shnicks Shnacks Sour Diesel CDT AIO - 1g,1A4110300008D6A000003510,,Vapes,"Sativa, Cannabis Derived Terps, AIO, 2g AIO",[SHSN] Sour Diesel,Shnick Shnacks MIPS,Vault,7,50,50,1A4110300008D6A000003510,12/4/2026,https://leaflogixmedia.blob.core.windows.net/product-image/eb31bde4-8f31-4be1-bb85-67ab37757258.jpg,90.79 %,0.00 %,0.26 %,0.87 %,
Shnicks Shnacks Lemon Haze CDT AIO - 1g,1A4110300008D6A000003508,,Vapes,"Sativa, Cannabis Derived Terps, AIO, 2g AIO",[SHSN] Lemon Haze,Shnick Shnacks MIPS,Vault,13,50,50,1A4110300008D6A000003508,12/2/2026,https://leaflogixmedia.blob.core.windows.net/product-image/2cf7bd9b-e788-4171-adf4-af6acf70c350.jpg,90.51 %,0.00 %,0.27 %,0.85 %,
Shnicks Shnacks Blue Dream CDT AIO - 1g,1A4110300008D6A000003507,,Vapes,"Sativa, Cannabis Derived Terps, AIO, 2g AIO",[SHSN] Blue Dream,Shnick Shnacks MIPS,Vault,3,50,50,1A4110300008D6A000003507,12/1/2026,https://leaflogixmedia.blob.core.windows.net/product-image/9d18dcaf-605b-4e9e-99af-9c7590525415.jpg,90.08 %,0.00 %,0.24 %,0.88 %,
Astro Solar Flare - 3.5g,1A4110300008D69000000819,,Flower,,No Strain,Shnick Shnacks MIPS,Vault,51,40,40,1A4110300008D69000000819,11/15/2026,https://leaflogixmedia.blob.core.windows.net/product-image/ef10a348-2cd6-44c2-84e9-2ba22f06d019.jpg,15.78 %,17.67 %,0.00 %,0.00 %,1A4110300008D69000000983
Astro Quartz Meridian - 3.5g,1A4110300008D69000000818,,Flower,,No Strain,Shnick Shnacks MIPS,Vault,57,40,40,1A4110300008D69000000818,7/29/2026,https://leaflogixmedia.blob.core.windows.net/product-image/5ed0a743-138c-4d6b-a0bb-f373c8d4ef6e.jpg,20.58 %,22.75 %,0.00 %,0.02 %,
Bloom Classic Surf Apricot Punch AIO - 1g,1A4110300000004000044296,,All-in-one Disposable,AIO,[BL] Apricot Punch,Columbia Care New Jersey LLC,Vault,11,55,55,1A4110300000004000044296,10/19/2026,https://leaflogixmedia.blob.core.windows.net/product-image/30200369-ec8e-41fe-a604-f3428cf217c0.jpg,80.73 %,0.00 %,0.14 %,0.77 %,
Bloom Classic Maui Wowie Vape AIO - 1g,1A4110300000004000044298,,Vapes,"Sativa, Vape 1g",[BL] Maui Wowie,Columbia Care New Jersey LLC,Vault,8,55,55,1A4110300000004000044298,11/14/2026,,83.78 %,0.00 %,0.13 %,1.03 %,
Bloom Live  Super Sour Diesel Vape Cartridge - 1g,1A4110300000004000044305,,All-in-one Disposable,"Sativa, Cartridge",[BL] Super Sour Diesel,Columbia Care New Jersey LLC,Vault,9,55,55,1A4110300000004000044305,11/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/7c6989d7-3c7d-4eb7-a1bb-b4b358aad5d4.jpg,83.55 %,0.00 %,0.14 %,0.93 %,
Bloom Classic Surf GMO Cookies AIO - 1g,1A4110300000004000044302,,All-in-one Disposable,AIO,[BL] GMO Cookies,Columbia Care New Jersey LLC,Vault,16,60,60,1A4110300000004000044302,9/29/2026,https://leaflogixmedia.blob.core.windows.net/product-image/32da7867-0168-429c-a273-17b94ee7e567.jpg,85.78 %,0.00 %,0.22 %,0.31 %,
Bloom Live Surf Face Off OG AIO - 1g,1A4110300000004000044301,,All-in-one Disposable,"Vape 1g, Live Resin, AIO",[BL] Face Off Og,Columbia Care New Jersey LLC,Vault,13,60,60,1A4110300000004000044301,10/26/2026,https://leaflogixmedia.blob.core.windows.net/product-image/c88ce7cc-d8ef-46f7-bc03-6d92a879ff33.jpg,84.62 %,0.00 %,0.16 %,0.82 %,
Bloom Live Surf Space Dust AIO - 1g,1A4110300000004000044304,,All-in-one Disposable,AIO,[BL] Space Dust,Columbia Care New Jersey LLC,Vault,10,60,60,1A4110300000004000044304,11/7/2026,https://leaflogixmedia.blob.core.windows.net/product-image/ff07f041-c2e0-4efe-93b4-a69da28ffdfc.jpg,83.19 %,0.00 %,0.12 %,0.92 %,
Bloom Live  Lime Sugar Cookies Vape Cartridge - 1g,1A4110300000004000044303,,All-in-one Disposable,Vape 1g,[BL] Lime sugar Cookies,Columbia Care New Jersey LLC,Vault,5,55,55,1A4110300000004000044303,10/18/2026,https://leaflogixmedia.blob.core.windows.net/product-image/d009f5f9-0cea-4103-af38-26b0f92967b1.jpg,81.29 %,0.00 %,0.15 %,0.96 %,
Bloom Classic Surf Forbidden Fruit AIO - 1g,1A4110300000004000044297,,All-in-one Disposable,AIO,[BL] Forbidden Fruit,Columbia Care New Jersey LLC,Vault,2,55,55,1A4110300000004000044297,10/10/2026,https://leaflogixmedia.blob.core.windows.net/product-image/12d99272-05d7-4c64-b406-f92ac301e3f8.jpg,84.39 %,0.00 %,0.21 %,0.65 %,
Veda Warrior Infused Olive Oil - 100mg,1A4110300000004000044295,,Edibles,Olive Oil,No Strain,Columbia Care New Jersey LLC,Vault,9,33,33,1A4110300000004000044295,9/29/2026,https://leaflogixmedia.blob.core.windows.net/product-image/f5ab066e-cf48-4294-9cc0-595628126853.jpg,11.12 mg/g,0.00 mg/g,0.00 mg/g,0.00 mg/g,
Queen Green Gelato 41 Pre-Roll l 1g,1A4110300002CED000003913,,Pre-Rolls,,[BCC] Gelato 41,Bridge City Collective LLC,Backstock,50,11,11,1A4110300002CED000003913,12/1/2026,https://leaflogixmedia.blob.core.windows.net/product-image/ca019410-f376-42e6-8021-5a713b19beac.jpg,30.41 %,34.29 %,0.00 %,0.00 %,
Queen Green Gelato 41 Pre-Roll l 1g,1A4110300002CED000003912,,Pre-Rolls,,[BCC] Gelato 41,Bridge City Collective LLC,Backstock,50,11,11,1A4110300002CED000003912,12/1/2026,https://leaflogixmedia.blob.core.windows.net/product-image/ca019410-f376-42e6-8021-5a713b19beac.jpg,30.41 %,34.29 %,0.00 %,0.00 %,
Queen Green Gelato 41 Pre-Roll l 1g,1A4110300002CED000003911,,Pre-Rolls,,[BCC] Gelato 41,Bridge City Collective LLC,Vault,12,11,11,1A4110300002CED000003911,12/1/2026,https://leaflogixmedia.blob.core.windows.net/product-image/ca019410-f376-42e6-8021-5a713b19beac.jpg,30.41 %,34.29 %,0.00 %,0.00 %,
Queen Green Gelato 41 Pre-Roll l 1g,1A4110300002CED000003910,,Pre-Rolls,,[BCC] Gelato 41,Bridge City Collective LLC,Vault,1,11,11,1A4110300002CED000003910,12/1/2026,https://leaflogixmedia.blob.core.windows.net/product-image/ca019410-f376-42e6-8021-5a713b19beac.jpg,30.41 %,34.29 %,0.00 %,0.00 %,
Queen Green Papayamosa Pre-Roll l 1g,1A4110300002CED000003916,,Pre-Rolls,,[BCC] Papayamosa,Bridge City Collective LLC,Backstock,50,11,11,1A4110300002CED000003916,11/27/2026,https://leaflogixmedia.blob.core.windows.net/product-image/d821ff51-cfea-44d2-bc0b-5e77af5c0f1e.jpg,29.39 %,32.79 %,0.00 %,0.00 %,
Queen Green Papayamosa Pre-Roll l 1g,1A4110300002CED000003915,,Pre-Rolls,,[BCC] Papayamosa,Bridge City Collective LLC,Vault,30,11,11,1A4110300002CED000003915,11/27/2026,https://leaflogixmedia.blob.core.windows.net/product-image/d821ff51-cfea-44d2-bc0b-5e77af5c0f1e.jpg,29.39 %,32.79 %,0.00 %,0.00 %,
Queen Green Return of the Mac Pre-Roll l 1g,1A4110300002CED000003919,,Pre-Rolls,,[EV] Return of the Mac,Bridge City Collective LLC,Vault,25,11,11,1A4110300002CED000003919,12/1/2026,https://leaflogixmedia.blob.core.windows.net/product-image/9a4f7696-6e6b-47e5-a546-326581de8f35.jpg,28.68 %,32.28 %,0.00 %,0.00 %,
Queen Green Lemon Pie Pre-Roll l 1g,1A4110300002CED000003920,,Pre-Rolls,,[EV] Lemon Pie,Bridge City Collective LLC,Vault,15,11,11,1A4110300002CED000003920,12/1/2026,https://leaflogixmedia.blob.core.windows.net/product-image/f15de20e-3386-46aa-9e38-3d4daf6eb328.jpg,20.80 %,22.88 %,0.00 %,0.00 %,
Queen Green Sour Grape Apple Pre-Roll l 1g,1A4110300002CED000003624,,Pre-Rolls,,[EV] Sour Grape Apple,Bridge City Collective LLC,Vault,32,11,11,1A4110300002CED000003624,12/1/2026,https://leaflogixmedia.blob.core.windows.net/product-image/a061a71b-6899-4e19-932a-84a49b8f2348.jpg,26.55 %,29.82 %,0.00 %,0.00 %,
Queen Green Oishii Pre-Roll l 1g,1A4110300002CED000003771,,Pre-Rolls,,[BCC] Oishii,Bridge City Collective LLC,Vault,44,11,11,1A4110300002CED000003771,12/1/2026,https://leaflogixmedia.blob.core.windows.net/product-image/5572e89e-83c6-4b43-b8d7-3201059aed28.jpg,22.61 %,25.22 %,0.00 %,0.00 %,
Queen Green Oishii Pre-Roll l 1g,1A4110300002CED000003693,,Pre-Rolls,,[BCC] Oishii,Bridge City Collective LLC,Backstock,50,11,11,1A4110300002CED000003693,12/1/2026,https://leaflogixmedia.blob.core.windows.net/product-image/5572e89e-83c6-4b43-b8d7-3201059aed28.jpg,22.61 %,25.22 %,0.00 %,0.00 %,
Seed & Strain Kushberry .5g Pre-roll 7 pk - 3.5g,1A4110300000003000106608,,Pre-Rolls,,[CC] Kushberry,Columbia Care New Jersey LLC,Vault,18,30,60,1A4110300000003000106608,1/12/2027,https://leaflogixmedia.blob.core.windows.net/product-image/b6035dae-5165-4a00-9e5e-3d1d80f26318.jpg,24.06 %,26.50 %,0.00 %,0.00 %,
Seed & Strain Crotch Rocket .5g Pre-roll 7 pk - 3.5g,1A4110300000003000104256,,Pre-Rolls,,[CC] Crotch Rocket,Columbia Care New Jersey LLC,Vault,6,30,60,1A4110300000003000104256,10/7/2026,https://leaflogixmedia.blob.core.windows.net/product-image/98af2e46-c28e-4706-8c56-f81e6d40dd95.jpg,24.06 %,27.20 %,0.00 %,0.00 %,
Old Pal Lemon Pizzelle Ready To Roll Ground Flower- 7g,1A4110300000003000104245,,Flower,,[CC] Lemon Pizzelle,Columbia Care New Jersey LLC,Vault,22,50,50,1A4110300000003000104245,1/1/2027,https://leaflogixmedia.blob.core.windows.net/product-image/0422fd56-0b22-4cd0-affb-d9a870f68036.jpg,22.17 %,20.78 %,0.00 %,0.00 %,
Old Pal Forbidden Fruitcake Ready To Roll Ground Flower - 14g,1A4110300000003000103637,,Flower,,[CC] Forbidden Fruit Cake,Columbia Care New Jersey LLC,Vault,26,100,100,1A4110300000003000103637,1/19/2027,https://leaflogixmedia.blob.core.windows.net/product-image/8025bcb5-787f-4468-b1be-8ec7ae42caf0.jpg,26.02 %,28.75 %,0.00 %,0.00 %,
Old Pal Snowball Preroll 0.5g 2pk - 1g,1A4110100000006000006203,,Pre-Rolls,"Hybrid, Blunt",[CC] Snowball,Columbia Care New Jersey LLC,Vault,11,13,13,1A4110100000006000006203,10/23/2026,https://leaflogixmedia.blob.core.windows.net/product-image/7a3dd5e0-6bb4-4d6a-9e05-12c108dbe045.jpg,20.27 %,19.44 %,0.00 %,0.02 %,
Old Pal Lemon Zoap .5g Pre-roll 14 pk - 7g,1A4110300000003000104172,,Pre-Rolls,,[CC] Lemon Zoap,Columbia Care New Jersey LLC,Vault,13,52,52,1A4110300000003000104172,8/26/2026,https://leaflogixmedia.blob.core.windows.net/product-image/c66417e8-b419-476c-a8e2-9d9964bfeb79.jpg,17.69 %,15.19 %,0.00 %,0.00 %,
Old Pal Kushberry - 14g,1A4110300000003000095429,,Flower,,[CC] Kushberry,Columbia Care New Jersey LLC,Vault,18,100,100,1A4110300000003000095429,11/3/2026,https://leaflogixmedia.blob.core.windows.net/product-image/33f1ae34-2782-4b29-bacb-87fb87d39039.jpg,26.21 %,28.92 %,0.00 %,0.00 %,
Old Pal Blue Gelato - 14g,1A4110300000003000106506,,Flower,,[CC] Blue Gelato,Columbia Care New Jersey LLC,Vault,20,100,100,1A4110300000003000106506,3/16/2027,https://leaflogixmedia.blob.core.windows.net/product-image/f3052153-f678-4f21-bdc1-ff84f0d3813f.jpg,23.02 %,25.81 %,0.00 %,0.00 %,
Old Pal Lemon Pizzelle Blunt 1pk - 2g,1A4110300000003000104103,,Pre-Rolls,"Hybrid, Blunt",[CC] Lemon Pizzelle,Columbia Care New Jersey LLC,Vault,9,20,20,1A4110300000003000104103,1/1/2027,https://leaflogixmedia.blob.core.windows.net/product-image/e3186ab4-c614-4e4d-ad3b-da3353990b68.jpg,22.17 %,20.78 %,0.00 %,0.00 %,
Niche Lip Smackerz Preroll 0.5g 2pk - 1g,1A411030000684D000023337,,Pre-Rolls,"Hybrid, Preroll Pack",[NCH] Lip Smackerz,Niche,Vault,67,16,16,1A411030000684D000023337,10/31/2026,https://leaflogixmedia.blob.core.windows.net/product-image/c8866843-a3b9-4792-83e4-8bd5d11da8fa.jpg,30.23 %,32.78 %,0.00 %,0.00 %,
Niche Permanent Power #9 - 3.5g,1A411030000684D000023350,,Flower,Hybrid,[NCH] Permanent Power #9,Niche,Backstock,64,60,60,1A411030000684D000023350,8/6/2026,https://leaflogixmedia.blob.core.windows.net/product-image/5eee896b-2621-4118-9eb2-5c6884ac3956.jpg,26.56 %,29.98 %,0.00 %,0.00 %,
Niche Pink Ink Preroll 0.5g 2pk - 1g,1A411030000684D000023341,,Pre-Rolls,"Hybrid, Preroll Pack",[NCH] Pink Ink,Niche,Vault,10,16,16,1A411030000684D000023341,10/26/2026,,29.54 %,33.02 %,0.00 %,0.00 %,
Niche Bluephoria 0.5g Preroll 2pk - 1g,1A411030000684D000023340,,Pre-Rolls,"Hybrid, Preroll Pack",[NCH] Bluephoria,Niche,Vault,30,16,16,1A411030000684D000023340,10/26/2026,https://leaflogixmedia.blob.core.windows.net/product-image/894f3227-2cf9-4c03-9bf4-f1e53cf1d55c.jpg,27.31 %,30.90 %,0.00 %,0.00 %,
Niche Super Runtz Preroll 0.5g 2pk - 1g,1A411030000684D000023339,,Pre-Rolls,"Hybrid, Preroll Pack",[NCH] Super Runtz,Niche,Vault,37,16,16,1A411030000684D000023339,10/31/2026,https://leaflogixmedia.blob.core.windows.net/product-image/ace57fb2-f8e4-425d-b521-47928eaf4c36.jpg,28.29 %,31.23 %,0.00 %,0.00 %,
Niche Ridgeline Lantz 0.5g Preroll 2pk - 1g,1A411030000684D000023338,,Pre-Rolls,"Hybrid, Preroll Pack",[NCH] Ridgeline Runtz,Niche,Vault,44,16,16,1A411030000684D000023338,10/31/2026,https://leaflogixmedia.blob.core.windows.net/product-image/8d06526e-dc0c-4e25-8cf3-34cced0b9826.jpg,28.72 %,32.18 %,0.00 %,0.00 %,
Niche Winners Circle Lemon Cherry Gelato - 3.5g,1A411030000684D000023349,,Flower,Hybrid,[NCH] Lemon Cherry Gelato,Niche,Vault,24,60,60,1A411030000684D000023349,12/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/8c3e20e7-55b9-435e-a27c-50b8a8c2530b.jpg,27.74 %,30.76 %,0.00 %,0.00 %,
Niche Winners Circle Ridgeline Lantz - 3.5g,1A411030000684D000023348,,Flower,Hybrid,[NCH] Ridgeline Runtz,Niche,Vault,31,60,60,1A411030000684D000023348,12/10/2026,https://leaflogixmedia.blob.core.windows.net/product-image/1020e097-fcde-4c96-8fa2-aa28dc4ffcec.jpg,28.98 %,32.61 %,0.00 %,0.00 %,
Niche Star Power - 3.5g,1A411030000684D000023347,,Flower,Hybrid,[NCH] Star Power,Niche,Vault,29,60,60,1A411030000684D000023347,12/7/2026,https://leaflogixmedia.blob.core.windows.net/product-image/111240ad-01dc-4d60-819f-22f376c33ddd.jpg,26.42 %,29.52 %,0.00 %,0.00 %,
Niche Winners Circle Lemmon 7 - 3.5g,1A411030000684D000023346,,Flower,Hybrid,[NCH] Lemmon 7,Niche,Vault,26,60,60,1A411030000684D000023346,11/24/2026,https://leaflogixmedia.blob.core.windows.net/product-image/fd886e31-a491-4c7e-a39d-bb05274642db.jpg,25.05 %,26.55 %,0.00 %,0.00 %,
Niche Winners Circle Fatso - 3.5g,1A411030000684D000023345,,Flower,Hybrid,[NCH] Fatso,Niche,Vault,11,60,60,1A411030000684D000023345,12/13/2026,https://leaflogixmedia.blob.core.windows.net/product-image/982c6624-d688-48cd-bb50-82b9b18e244a.jpg,30.65 %,33.13 %,0.00 %,0.00 %,
Goodies Lip Smackerz Pre-Ground Flower - 28g,1A411030000684D000023356,,Flower,Shake,[NCH] Lip Smackerz,Niche,Vault,15,160,160,1A411030000684D000023356,11/7/2026,https://leaflogixmedia.blob.core.windows.net/product-image/b9beeb39-f139-4d04-8fec-d54b3f58170e.jpg,28.06 %,30.61 %,0.00 %,0.00 %,
Goodies Super Runtz Pre-Ground Flower - 28g,1A411030000684D000023355,,Flower,Shake,[NCH] Super Runtz,Niche,Vault,15,160,160,1A411030000684D000023355,11/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/a2a36bce-65f6-4e9c-91e2-a94325f66732.jpg,28.06 %,31.36 %,0.00 %,0.00 %,
Goodies Sweet Tartz Pre-Ground Flower - 28g,1A411030000684D000023354,,Flower,Shake,No Strain,Niche,Vault,16,160,160,1A411030000684D000023354,9/26/2026,https://leaflogixmedia.blob.core.windows.net/product-image/461e4a00-f569-41f1-a96b-6c3136257be3.jpg,26.07 %,27.31 %,0.00 %,0.00 %,
Goodies Bluephoria Pre-Ground Flower - 28g,1A411030000684D000023353,,Flower,Shake,[NCH] Bluephoria,Niche,Vault,10,160,160,1A411030000684D000023353,11/10/2026,https://leaflogixmedia.blob.core.windows.net/product-image/bcad9d0b-e7f8-4815-8677-30645d274027.jpg,28.69 %,32.37 %,0.00 %,0.00 %,
Goodies Pink Ink Pre-Ground Flower - 28g,1A411030000684D000023352,,Flower,Shake,[NCH] Pink Ink,Niche,Vault,6,160,160,1A411030000684D000023352,10/14/2026,https://leaflogixmedia.blob.core.windows.net/product-image/295ba186-3c01-4686-a054-1aa4aaa58ce2.jpg,31.39 %,34.80 %,0.00 %,0.00 %,
Goodies Spritzer Pre-Ground Flower - 28g,1A411030000684D000023351,,Flower,Shake,[NCH] Spritzer,Niche,Vault,16,160,160,1A411030000684D000023351,11/16/2026,https://leaflogixmedia.blob.core.windows.net/product-image/47c51c42-dade-484b-9d4a-a47fc77760f9.jpg,26.37 %,29.77 %,0.00 %,0.00 %,
Rythm Head Cracker - 7g Popcorn Buds,1A4110300001CE9000183543,,Flower,Indica,[GTI] Head Cracker,GTI,Vault,107,75,75,1A4110300001CE9000183543,9/18/2026,https://leaflogixmedia.blob.core.windows.net/product-image/f63d03c7-e827-477d-acf7-183ce8f9feaa.jpg,,,,,
Panda Farms Trop Nana Pre-roll - 1g,1A41103000089E5000003984,,Pre-Rolls,"Sativa, Blunt 1.5g",[PF] Tropicana Banana,GSCC Management,Backstock,36,17,17,1A41103000089E5000003984,5/8/2027,https://leaflogixmedia.blob.core.windows.net/product-image/d659d46e-5ba7-41ad-9f74-8a6d8ba913d3.jpg,,,,,
Panda Farms Trop Cherry Preroll - 1g,1A41103000089E5000003912,,Pre-Rolls,"Sativa, Preroll 1g",[PF] Trop Cherry,GSCC Management,Vault,27,15,15,1A41103000089E5000003912,4/3/2027,https://leaflogixmedia.blob.core.windows.net/product-image/f512c5b5-dcc2-4cb7-ada6-bcb7862341ac.jpg,,,,,
Panda Farms Super Boof Preroll - 1g,1A41103000089E5000003961,,Pre-Rolls,"Hybrid, Preroll 1g",[PF] Super Boof,GSCC Management,Vault,15,17,17,1A41103000089E5000003961,5/8/2027,https://leaflogixmedia.blob.core.windows.net/product-image/809d6f30-9b70-4efd-8639-28591eac80ad.jpg,,,,,
Panda Farms Mike's Strawberry Lemonade Preroll l 1g,1A41103000089E5000003959,,Pre-Rolls,"Hybrid, Preroll 1g",[PF] Mike's Strawberry Lemonade,GSCC Management,Vault,24,17,17,1A41103000089E5000003959,11/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/6aca9b78-0a8f-4023-83c2-ee772964afa5.jpg,,,,,
Panda Farms Gush Mints Preroll - 1g,1A41103000089E5000002971,,Pre-Rolls,"Hybrid, Preroll 1g",[PF] Gush Mints,GSCC Management,Backstock,36,15,15,1A41103000089E5000002971,7/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/25a31e6d-f687-40e9-bf4b-b9eedba5ddd6.jpg,,,,,
Panda Farms Grapes & Cream Preroll - 1g,1A41103000089E5000004007,,Pre-Rolls,"Indica, Preroll 1g",[PF] Grapes N Cream,GSCC Management,Vault,23,15,15,1A41103000089E5000004007,12/24/2026,https://leaflogixmedia.blob.core.windows.net/product-image/1bb4e9eb-2d57-4e9a-b17b-11b32bf81b6d.jpg,,,,,
Panda Farms Apple Fritter Pandawalker Pre-rolls 0.5g x 5pk  - 2.5g,1A41103000089E5000003964,,Pre-Rolls,"Indica, Preroll 1g",[PF] Apple Fritter,GSCC Management,Backstock,22,42,42,1A41103000089E5000003964,4/3/2027,https://leaflogixmedia.blob.core.windows.net/product-image/311420f6-7b8b-4914-a1ae-443770bbffd4.jpg,,,,,
Panda Farms Grape Canyon Zkittles Preroll - 1g,1A41103000089E5000003172,,Pre-Rolls,"Indica, Preroll 1g",[PF] Grape Canyon Zkittles,GSCC Management,Backstock,36,15,15,1A41103000089E5000003172,8/12/2026,https://leaflogixmedia.blob.core.windows.net/product-image/8fff81e7-db6e-4afa-81d3-25c4c0bffe39.jpg,,,,,
Panda Farms GMO Root Beer Pre-roll - 1g,1A41103000089E5000003957,,Pre-Rolls,"Sativa, Blunt 1.5g",[PF] GMO Root Beer,GSCC Management,Vault,25,17,17,1A41103000089E5000003957,5/8/2027,https://leaflogixmedia.blob.core.windows.net/product-image/cd59f741-528d-4732-8568-b9023c19c06d.jpg,,,,,
Panda Farms Durban Poison Preroll - 1g,1A41103000089E5000003949,,Pre-Rolls,"Hybrid, Preroll 1g",[PF] Durban Poison,GSCC Management,Backstock,36,15,15,1A41103000089E5000003949,11/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/4fbc15ef-58a9-4204-9522-f08057e8ddbe.jpg,,,,,
